"ORDEN","UNIDAD PRIMARIA GENERADORA DEL DATO QUE NOTIFICA EL EVENTO","FECHA NOTIFICACION","SEMANA EPIDEMIOLOGICA","AÑO","HOSPITALIZACION IRAG MENOR 1 AÑO","HOSPITALIZACION IRAG 1 AÑO","HOSPITALIZACION IRAG 2 A 4 AÑOS","HOSPITALIZACION IRAG 5 A 19 AÑOS","HOSPITALIZACION IRAG 20 A 39 AÑOS","HOSPITALIZACION IRAG 40 A 59 AÑOS","HOSPITALIZACION IRAG  MAYOR 60 AÑOS","TOTAL CASOS DE HOSPITALIZACIONES POR IRAG","TOTAL CAUSAS HOSPITALIZACIONES MENOR 1 AÑO","TOTAL CAUSAS HOSPITALIZACIONES 1 AÑO","TOTAL CAUSAS HOSPITALIZACIONES 2 A 4 AÑOS","TOTAL CAUSAS HOSPITALIZACIONES 5 A 19 AÑOS","TOTAL CAUSAS HOSPITALIZACIONES 20 A 39 AÑOS","TOTAL CAUSAS HOSPITALIZACIONES 40 A 59 AÑOS","TOTAL CAUSAS HOSPITALIZACIONES MAYOR 60 AÑOS","TOTAL HOSPITALIZACIONES POR TODAS LAS CAUSAS","HOSPITALIZACIONES EN UCI POR IRAG MENOR 1 AÑO","HOSPITALIZACIONES EN UCI POR IRAG 1 AÑO","HOSPITALIZACIONES EN UCI POR IRAG 2 A 4 AÑOS","HOSPITALIZACIONES EN UCI POR IRAG 5 A 19 AÑOS","HOSPITALIZACIONES EN UCI POR IRAG 20 A 39 AÑOS","HOSPITALIZACIONES EN UCI POR IRAG 40 A 59 AÑOS","HOSPITALIZACIONES EN UCI POR IRAG MAYOR 60 AÑOS","TOTAL DE LAS HOSPITALIZACIONES EN UCI POR IRAG","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS MENOR 1 AÑO","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 1 AÑO","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 2 A 4 AÑOS","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 5 A 19 AÑOS","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 20 A 39 AÑOS","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 40 A 59 AÑOS","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS MAYOR 60 AÑOS","TOTAL TODAS LAS HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS","MUERTES POR IRAG MENOR 1 AÑO","MUERTES POR IRAG 1 AÑO","MUERTES POR IRAG 2 A 4 AÑOS","MUERTES POR IRAG 5 A 19 AÑOS","MUERTES POR IRAG 20 A 39 AÑOS","MUERTES POR IRAG 40 A 59 AÑOS","MUERTES POR IRAG MAYOR 60 AÑOS","TOTAL DE MUERTES POR IRAG","TODAS LAS CAUSAS DE MUERTE MENOR 1 AÑO","TODAS LAS CAUSAS DE MUERTE 1 AÑO","TODAS LAS CAUSAS DE MUERTE 2 A 4 AÑOS","TODAS LAS CAUSAS DE MUERTE 5 A 19 AÑOS","TODAS LAS CAUSAS DE MUERTE 20 A 39 AÑOS","TODAS LAS CAUSAS DE MUERTE 40 A 59 AÑOS","TODAS LAS CAUSAS DE MUERTE MAYOR 60 AÑOS","TOTAL DE MUERTES POR TODAS LAS CAUSAS","IRAG POR CONSULTA EXTERNA Y URGENCIAS MENOR 1 AÑO","IRAG POR CONSULTA EXTERNA Y URGENCIAS 1 AÑO","IRAG POR CONSULTA EXTERNA Y URGENCIAS 2 A 4 AÑOS","IRAG POR CONSULTA EXTERNA Y URGENCIAS 5 A 19 AÑOS","IRAG POR CONSULTA EXTERNA Y URGENCIAS 20 A 39 AÑOS","IRAG POR CONSULTA EXTERNA Y URGENCIAS 40 A 59 AÑOS","IRAG POR CONSULTA EXTERNA Y URGENCIAS MAYOR 60 AÑOS","TOTAL DE EVENTOS DE MORBILIDAD DE IRAG POR CONSULTA EXTERNA Y URGENCIAS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG MENOR 1 AÑO","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 1 AÑO","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 2 A 4 AÑOS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 5 A 19 AÑOS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 20 A 39 AÑOS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 40 A 59 AÑOS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG MAYOR 60 AÑOS","TOTAL DE EVENTOS DE MORBILIDAD DE IRAG POR CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO EL IRAG"
"30803","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","3","3","8","45","46","41","46","192"
"30804","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","6","49","34","36","34","165"
"30805","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","2","5","11","2","8","29","32","45","36","163"
"30806","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","3","1","3","7","37","21","34","28","131"
"30807","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","28","30","44","39","149"
"30808","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","4","1","7","40","42","22","14","130"
"30809","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","12","5","8","47","35","56","34","197"
"30810","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","9","3","18","58","52","98","79","317"
"30811","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","5","4","7","28","31","35","24","134"
"30812","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","6","5","13","41","53","51","34","203"
"30813","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","3","16","1","9","72","52","68","37","255"
"30814","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","6","2","3","26","29","26","27","119"
"30815","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","14","10","48","62","47","47","228"
"30816","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","2","3","2","4","13","16","25","17","80"
"30817","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","1","2","2","9","17","7","21","85","102","94","56","382"
"30818","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","10","4","12","54","72","62","90","304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","2","5","8","8","13","43","36","10","22","129","200","184","275","856"
"30819","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","20","20","38","91","46","136","368","48","59","99","216","402","368","1291","2483"
"30820","no responde","2023-06-30T00:00:00.000","26","2023","6","1","3","1","0","0","0","11","10","2","3","9","36","23","20","103","0","0","0","0","1","0","0","1","0","0","0","0","4","3","3","10","0","0","0","0","1","0","1","2","0","0","0","0","1","0","5","6","7","6","9","2","2","1","5","32","12","12","27","35","61","42","72","261"
"30821","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","1","2","3","0","0","0","4","13","15","17","49","0","0","0","0","0","0","3","3","0","0","0","1","2","3","4","10","0","0","0","0","0","0","2","2","0","0","0","0","0","0","2","2","0","0","1","1","1","0","1","4","0","0","1","13","47","31","47","139"
"30822","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","2","2","4","0","0","0","1","1","5","12","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30823","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","8","19","13","8","54","18","11","45","216","907","532","281","2010"
"30824","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","5","3","0","0","1","12","25","6","31","72","74","43","41","292"
"30825","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","4","20","10","7","45","13","4","46","249","509","616","1097","2534"
"30826","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","1","12","2","4","24","18","4","8","48","150","167","195","590"
"30827","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","10","38","50"
"30828","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","1","12","58","71"
"30829","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","4","3","3","2","15","1","5","9","9","11","12","6","53"
"30830","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","2","0","0","0","9","40","0","0","49"
"30831","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","14","8","13","6","43","1","0","1","19","10","16","7","54"
"30832","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","7","8","23","23","6","78","6","8","7","12","32","32","10","107"
"30833","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","9","41","9","11","11","87","6","4","13","46","16","16","13","114"
"30834","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","2","6","4","12","0","0","0","1","17","17","10","45","0","0","0","0","0","0","2","2","0","0","0","1","3","2","12","18","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2","2","0","0","0","0","9","4","2","15","0","0","0","19","164","104","47","334"
"30835","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","10","13","29","0","0","0","51","15","154","417","637"
"30836","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","0","0","0","2","13","38","53"
"30837","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","5","5","16","38","39","11","123","30","22","39","278","658","559","240","1826"
"30838","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","7","29","17","1","57","1","3","3","17","93","43","9","169"
"30839","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","2","0","9","0","0","1","8","49","60","20","138"
"30840","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","3","0","8","11","0","0","0","8","48","68","132","256","0","0","0","0","0","0","4","4","0","0","0","0","0","14","58","72","0","0","0","0","0","0","3","3","0","0","0","0","0","2","10","12","0","3","19","22","30","26","20","120","89","32","90","501","1204","1292","1775","4983"
"30841","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","7","3","6","20","1","3","23","181","288","719","1194","2409"
"30842","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","3","1","10","0","0","0","2","4","3","1","10"
"30843","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","10","59","33","10","117","1","2","2","10","59","33","10","117"
"30844","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","10","13","19","20","24","47","142","13","21","36","96","140","122","330","758"
"30845","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","13","4","1","21","14","11","19","119","361","217","114","855"
"30846","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","1","8","2","2","4","19","56","42","20","145"
"30847","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","15","0","21","0","0","0","0","62","27","3","92"
"30848","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","10","13","15","9","59","39","24","52","450","962","1230","1223","3980"
"30849","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","2","1","0","8","0","1","9","23","30","16","15","94"
"30850","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79","68","80","81","168","69","26","571","235","200","338","1234","2907","2296","2668","9878"
"30851","no responde","2023-07-01T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","0","0","0","0","3","12","37","52"
"30852","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","3","8","112","123"
"30853","no responde","2023-06-30T00:00:00.000","26","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","7","11","10","19","17","10","84"
"30854","no responde","2023-07-08T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","2","5","1","8","66","1","0","0","81"
"30855","no responde","2023-07-05T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","3","7","37","47"
"30856","no responde","2023-07-08T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","3","9","23","35"
"30857","no responde","2023-07-07T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","10","7","2","24","17","7","18","128","273","274","200","917"
"30858","no responde","2023-07-08T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","12","51","63"
"30859","no responde","2023-07-08T00:00:00.000","27","2023","59","17","20","57","55","3","0","211","67","19","24","85","104","16","2","317","21","1","1","4","4","1","2","34","28","1","2","5","5","3","2","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","155","101","183","301","71","4","0","815","198","133","276","491","292","15","0","1405"
"30860","no responde","2023-07-07T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","14","1","1","20","2","9","21","145","447","140","109","873"
"30861","no responde","2023-07-04T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","3","11","6","3","29","13","5","15","45","101","82","45","306"
"30862","no responde","2023-07-08T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","3","3","7","7","8","15","53","59","17","35","192","333","246","243","1125"
"30863","no responde","2023-07-08T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","11","18","18","0","0","0","70","84","42","74","181","36","20","13","450"
"30864","no responde","2023-07-07T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","0","5","8","4","11","67","65","99","83","337"
"30865","no responde","2023-07-07T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0","3","8","46","49","72","78","256"
"30866","no responde","2023-07-07T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","3","6","0","8","37","39","34","40","164"
"30867","no responde","2023-07-07T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","1","9","18","39","43","34","147"
"30868","no responde","2023-07-07T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","3","0","0","1","0","7","10","5","16","41","65","80","90","307"
"30869","no responde","2023-07-07T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","33","20","25","23","106"
"30870","no responde","2023-07-07T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","9","17","26","27","86"
"30871","no responde","2023-07-07T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","4","1","3","4","32","35","29","39","143"
"30872","no responde","2023-07-07T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","3","2","3","30","26","17","19","100"
"30873","no responde","2023-07-07T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","3","3","2","6","15","35","30","22","113"
"30874","no responde","2023-07-07T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","11","17","29","12","70"
"30875","no responde","2023-07-07T00:00:00.000","27","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","15","9","22","33","42","123"
