"ORDEN","UNIDAD PRIMARIA GENERADORA DEL DATO QUE NOTIFICA EL EVENTO","FECHA NOTIFICACION","SEMANA EPIDEMIOLOGICA","AÑO","HOSPITALIZACION IRAG MENOR 1 AÑO","HOSPITALIZACION IRAG 1 AÑO","HOSPITALIZACION IRAG 2 A 4 AÑOS","HOSPITALIZACION IRAG 5 A 19 AÑOS","HOSPITALIZACION IRAG 20 A 39 AÑOS","HOSPITALIZACION IRAG 40 A 59 AÑOS","HOSPITALIZACION IRAG  MAYOR 60 AÑOS","TOTAL CASOS DE HOSPITALIZACIONES POR IRAG","TOTAL CAUSAS HOSPITALIZACIONES MENOR 1 AÑO","TOTAL CAUSAS HOSPITALIZACIONES 1 AÑO","TOTAL CAUSAS HOSPITALIZACIONES 2 A 4 AÑOS","TOTAL CAUSAS HOSPITALIZACIONES 5 A 19 AÑOS","TOTAL CAUSAS HOSPITALIZACIONES 20 A 39 AÑOS","TOTAL CAUSAS HOSPITALIZACIONES 40 A 59 AÑOS","TOTAL CAUSAS HOSPITALIZACIONES MAYOR 60 AÑOS","TOTAL HOSPITALIZACIONES POR TODAS LAS CAUSAS","HOSPITALIZACIONES EN UCI POR IRAG MENOR 1 AÑO","HOSPITALIZACIONES EN UCI POR IRAG 1 AÑO","HOSPITALIZACIONES EN UCI POR IRAG 2 A 4 AÑOS","HOSPITALIZACIONES EN UCI POR IRAG 5 A 19 AÑOS","HOSPITALIZACIONES EN UCI POR IRAG 20 A 39 AÑOS","HOSPITALIZACIONES EN UCI POR IRAG 40 A 59 AÑOS","HOSPITALIZACIONES EN UCI POR IRAG MAYOR 60 AÑOS","TOTAL DE LAS HOSPITALIZACIONES EN UCI POR IRAG","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS MENOR 1 AÑO","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 1 AÑO","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 2 A 4 AÑOS","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 5 A 19 AÑOS","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 20 A 39 AÑOS","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS 40 A 59 AÑOS","HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS MAYOR 60 AÑOS","TOTAL TODAS LAS HOSPITALIZACIONES EN UCI POR TODAS LAS CAUSAS","MUERTES POR IRAG MENOR 1 AÑO","MUERTES POR IRAG 1 AÑO","MUERTES POR IRAG 2 A 4 AÑOS","MUERTES POR IRAG 5 A 19 AÑOS","MUERTES POR IRAG 20 A 39 AÑOS","MUERTES POR IRAG 40 A 59 AÑOS","MUERTES POR IRAG MAYOR 60 AÑOS","TOTAL DE MUERTES POR IRAG","TODAS LAS CAUSAS DE MUERTE MENOR 1 AÑO","TODAS LAS CAUSAS DE MUERTE 1 AÑO","TODAS LAS CAUSAS DE MUERTE 2 A 4 AÑOS","TODAS LAS CAUSAS DE MUERTE 5 A 19 AÑOS","TODAS LAS CAUSAS DE MUERTE 20 A 39 AÑOS","TODAS LAS CAUSAS DE MUERTE 40 A 59 AÑOS","TODAS LAS CAUSAS DE MUERTE MAYOR 60 AÑOS","TOTAL DE MUERTES POR TODAS LAS CAUSAS","IRAG POR CONSULTA EXTERNA Y URGENCIAS MENOR 1 AÑO","IRAG POR CONSULTA EXTERNA Y URGENCIAS 1 AÑO","IRAG POR CONSULTA EXTERNA Y URGENCIAS 2 A 4 AÑOS","IRAG POR CONSULTA EXTERNA Y URGENCIAS 5 A 19 AÑOS","IRAG POR CONSULTA EXTERNA Y URGENCIAS 20 A 39 AÑOS","IRAG POR CONSULTA EXTERNA Y URGENCIAS 40 A 59 AÑOS","IRAG POR CONSULTA EXTERNA Y URGENCIAS MAYOR 60 AÑOS","TOTAL DE EVENTOS DE MORBILIDAD DE IRAG POR CONSULTA EXTERNA Y URGENCIAS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG MENOR 1 AÑO","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 1 AÑO","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 2 A 4 AÑOS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 5 A 19 AÑOS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 20 A 39 AÑOS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG 40 A 59 AÑOS","CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO IRAG MAYOR 60 AÑOS","TOTAL DE EVENTOS DE MORBILIDAD DE IRAG POR CONSULTA EXTERNA Y URGENCIAS POR TODAS LAS CAUSAS INCLUYENDO EL IRAG"
"3857","CENTRO DE SALUD IPC","2013-05-10T00:00:00.000","40","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","4","5","2","3","20","3","3","0","4","5","2","3","20"
"3858","CENTRO DE SALUD VILLA ROSA","2013-05-10T00:00:00.000","40","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","3","2","0","9","0","1","0","3","3","2","0","9"
"3859","CENTRO DE SALUD GAITAN","2013-05-10T00:00:00.000","40","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","2","1","2","10","0","2","0","3","2","1","2","10"
"3860","CENTRO DE SALUD SAN RAFAEL","2013-05-10T00:00:00.000","40","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","2","0","0","0","0","0","2"
"3861","CENTRO DE SALUD LIBERTAD","2013-05-10T00:00:00.000","40","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","1","10","0","0","0","3","3","3","1","10"
"3862","CENTRO DE SALUD CRISTAL ALTO","2013-05-10T00:00:00.000","40","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","2","5","0","2","0","1","0","0","2","5"
"3863","CENTRO DE SALUD CAFE MADRID","2013-05-10T00:00:00.000","40","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","4","0","1","9","0","1","0","3","4","0","1","9"
"3864","UIMIST","2013-05-10T00:00:00.000","40","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","7","0","2","0","0","0","14","5","7","0","2","0","0","0","14"
"3865","CENTRO DE SALUD TOLEDO PLATA","2013-05-10T00:00:00.000","40","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","9","0","5","0","1","0","19","4","9","0","5","0","1","0","19"
"3866","CENTRO DE SALUD GIRARDOT","2013-05-10T00:00:00.000","40","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","8","6","2","1","21","0","4","0","8","6","2","1","21"
"3867","CENTRO DE SALUD PABLO VI","2013-05-10T00:00:00.000","40","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","2","0","0","5","0","1","0","2","2","0","0","5"
"3868","CENTRO DE SALUD MORRORICO","2013-05-10T00:00:00.000","40","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","1","0","0","6","0","3","0","2","1","0","0","6"
"3869","CENTRO DE SALUD KENNEDY","2013-05-10T00:00:00.000","40","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","4","1","0","0","0","1","1","1","4"
"3870","CENTRO DE SALUD CAMPO HERMOSO","2013-05-10T00:00:00.000","40","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","2","2","2","10","0","2","0","2","2","2","2","10"
"3871","FUNDACION AVANZAR FOS","2013-12-10T00:00:00.000","41","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","8","8","13","10","44","7","5","14","96","151","357","354","984"
"3872","CLINISANITAS EPS SANITAS BUCARAMANGA","2013-11-10T00:00:00.000","41","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2","3","3","13","2","5","22","28","38","37","44","176"
"3873","LOS COMUNEROS HOSPITAL UNIVERSITARIO DE BUCARAMANG","2013-12-10T00:00:00.000","41","2013","0","0","0","0","1","1","1","3","0","0","0","4","20","21","56","101","0","0","0","4","20","21","56","101","0","0","0","0","2","9","24","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","0","1","2","13","22","13","9","60","40","20","44","194","469","409","275","1451"
"3874","CENTRO CLINICO MONSERRATE","2013-12-10T00:00:00.000","41","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","4","0","2","3","12","28","26","6","77"
"3875","COOMEVA UBA MESETA SEDE B","2013-12-10T00:00:00.000","41","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","8","18","11","7","52","0","2","6","8","18","11","7","52"
"3876","UBA COOMEVA CABECERA","2013-10-13T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","11","1","1","5","1","24","31","12","27","113","218","169","49","619"
"3877","SALUD COOMEVA MEDICINA PREPAGADA SA","2013-12-10T00:00:00.000","41","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","4","4","1","14","3","1","6","25","41","35","32","143"
"3878","PUNTO VERDE COOMEVA","2013-10-15T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","304","0","0","0","2","0","0","306","212","0","0","31","124","46","11","424"
"3879","CAFI COOMULTRASAN","2013-12-10T00:00:00.000","41","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","1","2","7","0","1","0","1","2","1","2","7"
"3880","UNIDAD MEDICA QUIRURGICA COOMULTRASAN","2013-12-10T00:00:00.000","41","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","1","1","5","0","1","0","0","2","1","1","5"
"3881","ECOPETROL REGIONAL DE SALUD ORIENTE","2013-12-10T00:00:00.000","41","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","10","11","39","0","0","0","86","134","289","566","1075"
"3882","FUNDACION MEDICO PREVENTIVA IPS PARA EL BIENESTAR","2013-12-10T00:00:00.000","41","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","1","2","4","12","8","3","11","31","36","41","42","172"
"3883","MEDIRED IPS LTDA","2013-12-10T00:00:00.000","41","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","3","0","1","3","2","13","11","9","39","258","207","236","283","1043"
"3884","PEDIATRAS ASOCIADOS LTDA","2013-12-10T00:00:00.000","41","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","0","0","0","6","15","10","31","111","1","0","0","168"
"3885","SERVICIOS INTEGRALES DE SALUD Y DESARROLLO PSICOSO","2013-11-10T00:00:00.000","41","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","21","0","0","28","0","0","0","41","94","0","0","135"
"3886","UNIDAD DE PREVENCION CLINICA","2013-12-10T00:00:00.000","41","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","28","4","9","23","123","30","13","230"
"3887","CLINICA METROPOLITANA DE BUCARAMANGA SA","2013-12-10T00:00:00.000","41","2013","0","0","0","0","0","0","0","0","4","1","0","4","12","6","4","31","4","1","0","4","12","6","4","31","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","4","8","2","6","4","2","5","1","28","19","10","16","65","180","86","46","422"
"3888","HOSPITAL LOCAL DEL NORTE","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","35","0","90","0","0","0","0","205","117","0","322"
"3889","SERVICIOS INTEGRALES DE SALUD Y DESARROLLO PSICOSO","2013-10-18T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","13","0","0","19","0","0","0","34","80","0","0","114"
"3890","CAJA SANTANDEREANA DE SUBSIDIO FAMILIAR CAJASAN","2013-10-19T00:00:00.000","42","2013","0","3","1","6","12","11","14","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3891","CAJA DE PREVISION SOCIAL DE LA UIS","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7","2","12","3","25","0","1","1","37","23","80","119","261"
"3892","LOS COMUNEROS HOSPITAL UNIVERSITARIO DE BUCARAMANG","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","5","5","0","0","0","9","14","31","68","122","0","0","0","9","14","31","68","122","0","0","0","1","3","13","36","53","0","0","0","0","0","0","0","0","0","0","0","0","1","0","14","15","3","3","4","14","15","13","7","59","25","6","29","124","320","311","221","1036"
"3893","CENTRO CLINICO MONSERRATE","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","4","2","0","4","15","20","17","7","65"
"3894","CLINICA MATERNO INFANTIL SAN LUIS SA","2013-12-10T00:00:00.000","41","2013","5","1","3","4","0","0","0","13","16","13","19","49","124","13","2","236","16","13","19","49","124","13","2","236","24","0","0","4","0","0","0","28","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","8","12","26","11","0","0","0","57","60","122","237","458","220","22","7","1126"
"3895","CLINICA MATERNO INFANTIL SAN LUIS SA","2013-10-19T00:00:00.000","42","2013","5","2","7","5","0","0","0","19","14","11","21","39","114","14","0","213","14","11","21","39","114","14","0","213","19","0","0","3","0","0","0","22","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","2","15","22","40","22","4","0","0","103","67","140","241","357","194","33","2","1034"
"3896","CLINISANITAS EPS SANITAS BUCARAMANGA","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","5","2","8","18","4","39","0","0","0","0","0","0","0","0"
"3897","CAFI COOMULTRASAN","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","4","0","0","0","1","2","1","0","4"
"3898","UNIDAD MEDICA QUIRURGICA COOMULTRASAN","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1"
"3899","COOMEVA UBA MESETA SEDE B","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","10","18","6","12","49","0","1","2","10","18","6","12","49"
"3900","ECOPETROL GRUPO SALUD CENTRAL","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","10","12","12","43","0","0","0","87","123","312","568","1090"
"3901","FUNDACION MEDICO PREVENTIVA IPS PARA EL BIENESTAR","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","3","6","5","16","26","31","27","26","137"
"3902","IPS PUNTO DE SALUD SA BUCARAMANGA","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","12","2","21","5","0","50","14","10","28","6","48","10","2","118"
"3903","UIMIST","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","8","0","4","0","0","0","15","3","8","0","4","0","0","0","15"
"3904","CENTRO DE SALUD ROSARIO","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","2","6","3","0","19","1","7","0","2","6","3","0","19"
"3905","CENTRO DE SALUD MUTIS","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","6","0","9","4","2","2","25","2","6","0","9","4","2","2","25"
"3906","CENTRO DE SALUD GIRARDOT","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","4","5","1","0","13","0","3","0","4","5","1","0","13"
"3907","CENTRO DE SALUD COLORADOS","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","1","1","6","1","0","0","1","2","1","1","6"
"3908","CENTRO DE SALUD COMUNEROS","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","0","4","0","0","1","0","2","1","0","4"
"3909","MOVILES RURALES","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1"
"3910","CENTRO DE SALUD BUCARAMANGA","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","3","0","2","0","0","0","1","0","3"
"3911","CENTRO DE SALUD LIBERTAD","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","1","0","1","1","7","1","3","0","1","0","1","1","7"
"3912","HOSPITAL LOCAL DEL NORTE","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","3","2","2","0","10","2","1","0","3","2","2","0","10"
"3913","MEDICLINICOS IPS SAS","2013-10-16T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","0","0","5","11","4","2","0","0","0","0","5","11"
"3914","MEDICLINICOS IPS SAS","2013-10-21T00:00:00.000","43","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1"
"3915","MEDIRED IPS LTDA","2013-12-10T00:00:00.000","41","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","3","0","1","3","2","13","11","9","39","258","207","236","283","1043"
"3916","MEDIRED IPS LTDA","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","3","0","8","2","6","29","107","231","120","237","732"
"3917","PEDIATRAS ASOCIADOS LTDA","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","3","19","5","24","90","1","0","0","139"
"3918","PUNTO VERDE COOMEVA","2013-10-21T00:00:00.000","43","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","303","0","0","1","1","2","1","308","219","0","0","42","122","44","11","438"
"3919","FUNDACION AVANZAR FOS","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","3","5","11","5","28","3","7","13","79","133","303","300","838"
"3920","CENTRO PENITENCIAL DE MUJERES","2013-10-13T00:00:00.000","42","2013","0","0","0","0","2","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","3","0","0","0","0","0","0","0","0"
"3921","SERVICLINICOS DROMEDICA SA","2013-10-19T00:00:00.000","42","2013","0","0","0","0","0","0","0","0","0","0","0","25","66","43","12","146","0","0","0","25","66","43","12","146","0","0","0","1","3","0","4","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","4","0","2","6","12","2","3","12","74","171","89","40","391"
"3922","IPS PUNTO DE SALUD SA BUCARAMANGA","2013-06-10T00:00:00.000","41","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","8","11","19","8","3","59","16","12","20","25","40","21","10","144"
